prefecture,city,number,address,name,note,lat,long
福岡県,田川市,10-6,,田川西中学校南側,,33.6270695,130.7946566
福岡県,田川市,10-7,,西本町　春光教育集会所,,33.6245521,130.7985026
福岡県,田川市,11-1,,田川市男女共同参画センター（そだちの森敷地入口向かって右側）,,33.6344081,130.806003
福岡県,田川市,11-2,,平松町　平松バス停横（福井仏具店向かい側）,,33.6353539,130.8029552
福岡県,田川市,11-3,,田川文化センター,,33.6341936,130.8077587
福岡県,田川市,11-4,,平松町　スーパー川食後藤寺店前,,33.6307318,130.8022672
福岡県,田川市,11-5,,田川市民会館登り口,,33.6325463,130.8092364
福岡県,田川市,12-1,,弓削田小学校正門（向かって左側）,,33.6367043,130.7855802
福岡県,田川市,12-2,,川宮中央交差点南側付近（大里運輸横）,,33.6451494,130.7873619
福岡県,田川市,12-3,,スーパー川食川宮店前（旧バス停本区四つ角）,,33.6425902,130.7895965
福岡県,田川市,12-4,,下弓削田　丸井プロパン前（児童遊園北側）,,33.6391,130.7847631
福岡県,田川市,12-5,,旧弓削田中学校東側さわい美容室向かい側,,33.6355314,130.7828862
福岡県,田川市,12-6,,下弓削田　角銅原バス停,,33.633601,130.7776776
福岡県,田川市,12-7,,川宮児童遊園西側,,33.6370576,130.7917318
福岡県,田川市,13-1,,上弓削田公民館,,33.6289551,130.7843732
福岡県,田川市,13-2,,見立　セブンイレブン田川見立店向かい側,,33.6388489,130.7735272
福岡県,田川市,13-3,,見立　田中内科小児科医院向かい側（薬局横）,,33.6359866,130.7735723
福岡県,田川市,13-4,,奈良　久井自動車南側付近,,33.6330092,130.792689
福岡県,田川市,13-5,,下弓削田　たけ歯科西側,,33.6313872,130.7827197
福岡県,田川市,13-6,,田川公共職業安定所敷法面,,33.6286924,130.7884969
福岡県,田川市,13-7,,奈良　松の木団地入口,,33.6259761,130.79036
福岡県,田川市,13-8,,新野上団地入口（上弓削田バス停前）,,33.6286635,130.7861409
福岡県,田川市,13-9,,上弓削田　九愛苑入口付近,,33.6294178,130.7751656
福岡県,田川市,14-1,,猪位金３区　集落センター（公民館）,,33.6018506,130.7934303
福岡県,田川市,14-2,,清美町　新庄橋南東側　猪位金川沿い,,33.6112175,130.7977068
福岡県,田川市,14-3,,猪位金４区　猪位金診療所敷,,33.6077652,130.7957907
福岡県,田川市,14-4,,猪位金３区　緒方理恵税理士事務所駐車場横,,33.6026724,130.7957161
福岡県,田川市,14-5,,猪位金２区　青柳寿建築設計事務所向かい側,,33.5955248,130.7937281
福岡県,田川市,14-6,,猪位金２区　公民館【ブロック積擁壁】,,33.5907658,130.7927977
福岡県,田川市,14-7,,猪位金１区木城口　ヤマザキデイリーストア田川猪国店向かい側,,33.5832184,130.7885502
福岡県,田川市,14-8,,猪位金１区三軒屋　口が坪橋,,33.5799111,130.7841458
福岡県,田川市,15-1,,猪位金５区　下位登公民館（向かって左側）,,33.6147177,130.7892321
福岡県,田川市,15-2,,猪位金５区　下位登運動公園北側駐車場入口付近（向かって右側）,,33.619211,130.7909018
福岡県,田川市,15-3,,猪位金５区　ホンダカーズ筑豊田川前三差路東側,,33.6173006,130.788755
福岡県,田川市,15-4,,猪位金４区　上位登児童遊園南側【ブロック積擁壁】,,33.6123019,130.7903157
福岡県,田川市,15-5,,猪位金６区　荒牧医院,,33.6134792,130.798398
福岡県,田川市,15-6,,位登団地入口,,33.6124434,130.7950586
福岡県,田川市,15-7,,猪位金４区　上位登公民館（向かって右側）,,33.6098087,130.7932051
