prefecture,city,number,address,name,note,lat,long
福岡県,田川市,1-1,,鎮西小学校入口道路（成道寺公園彦山川側駐車場植込み）,,33.6398714,130.8249479
福岡県,田川市,1-2,,上伊田西　上伊田駅付近防火水槽前（サケモット田川店南側）,,33.6479458,130.8309295
福岡県,田川市,1-3,,上伊田東　なかがみ酒店付近交差点南東側,,33.6427241,130.8366753
福岡県,田川市,1-4,,上伊田西横木　旬の里かみいたバス停（焼肉光洲楽付近）,,33.64566,130.8256274
福岡県,田川市,1-5,,白鳥町　白鳥交差点,,33.6396587,130.820671
福岡県,田川市,1-6,,鎮西団地第１集会所（３棟西側）,,33.6392557,130.8172592
福岡県,田川市,1-7,,芳ヶ谷　白鳥工業団地入口交差点東側付近,,33.6308474,130.8222748
福岡県,田川市,2-1,,伊加利公民館,,33.6244703,130.8393992
福岡県,田川市,2-2,,伊加利　下伊加利（佐々木商店前）バス停,,33.6326747,130.8336814
福岡県,田川市,2-3,,伊加利　３２２号バイパス田中西信号機東側,,33.6263222,130.835117
福岡県,田川市,2-4,,伊加利　道手西三差路,,33.6212932,130.8403571
福岡県,田川市,2-5,,平原簡易郵便局向かい側,,33.6198242,130.8296846
福岡県,田川市,2-6,,平原　３２２バイパス平原交差点北西側付近,,33.6205344,130.8267994
福岡県,田川市,2-7,,城山団地入口バス停（モスバーガー田川伊加利店西側）,,33.6230739,130.8281711
福岡県,田川市,2-8,,平原　中屋敷交差点南西側付近,,33.6259245,130.8234826
福岡県,田川市,3-1,,伊田小学校正門横（向かって右側）,,33.6486555,130.8162343
福岡県,田川市,3-2,,下伊田納骨堂,,33.6539584,130.8030262
福岡県,田川市,3-3,,下伊田　平成筑豊鉄道下伊田駅向かい側,,33.6521223,130.8065317
福岡県,田川市,3-4,,福岡県立大学正門向かい側,,33.6511952,130.8157705
福岡県,田川市,3-5,,鉄砲町　森田外科,,33.6480363,130.8200592
福岡県,田川市,3-6,,田川東高校跡地東鷹同窓会記念碑横（彦山川側）,,33.64639,130.8132832
福岡県,田川市,3-7,,魚町　村上外科駐車場,,33.6436369,130.8189904
福岡県,田川市,4-1,,田川東中学校正門横（向かって右側）,,33.6533893,130.8260952
福岡県,田川市,4-2,,糸飛公民館入口（向かって右側）,,33.6599173,130.8316022
福岡県,田川市,4-3,,糸飛　介護老人施設あけぼの荘北側防火水槽付近（やすらぎ公園東側付近）,,33.6579411,130.8348101
福岡県,田川市,4-4,,東町公民館駐車場横花壇,,33.6535066,130.8218064
福岡県,田川市,4-5,,蛍ヶ丘　石炭谷池東側,,33.6564761,130.8262741
福岡県,田川市,4-6,,桐ヶ丘　アーバンハイツ桐ヶ丘入口（佐藤酒店南側）,,33.6540762,130.8282092
福岡県,田川市,4-7,,桐ヶ丘　伊田原県住遊園地,,33.6510129,130.8276323
福岡県,田川市,5-1,,旧児童センター,,33.6645815,130.8090322
福岡県,田川市,5-2,,岩屋　内越バス停,,33.6841961,130.8110613
福岡県,田川市,5-3,,夏吉　新生病院入口付近（夏吉美容室向かい側）,,33.6790037,130.8154795
福岡県,田川市,5-4,,県道田川直方バイパス旧金川農協ガソリンスタンド向かい側,,33.6658311,130.8128762
福岡県,田川市,5-5,,糒　宮の下信号機南側付近,,33.6651425,130.8063119
福岡県,田川市,5-6,,御祓　キャステールミトモアパート向かい側,,33.6621165,130.8201814
福岡県,田川市,5-7,,夏吉吉田　竜ヶ迫池東側,,33.6599518,130.8147309
福岡県,田川市,5-8,,夏吉　緑ヶ丘交差点付近（ドラッグコスモス田川バイパス店東側）,,33.6578701,130.8163781
福岡県,田川市,5-9,,東町　宗貞ガラス店看板南側付近（山手町入口）,,33.6575949,130.8204979
福岡県,田川市,6-1,,糒西公民館向かい側,,33.6651097,130.7986399
福岡県,田川市,6-2,,糒　アパートセーフティフラッツＣ前,,33.6658771,130.7941989
福岡県,田川市,6-3,,糒　平成筑豊鉄道伊田線川西県道踏切付近（糒駅入口）,,33.6639721,130.800151
福岡県,田川市,6-4,,糒　日本工作油交差点南東側（川食糒店向かい側）,,33.6643784,130.7914602
福岡県,田川市,6-5,,糒　高柳石油ＳＳ前交差点南側付近（日吉町市住入口）,,33.6613322,130.795072
福岡県,田川市,6-6,,糒　立山化成（株）九州工場前三差路,,33.659876,130.7973988
福岡県,田川市,6-7,,糒　新糒橋付近（市立病院側）,,33.6596802,130.8024219
福岡県,田川市,7-1,,田川小学校正門（向かって左側）,,33.6410453,130.8096769
福岡県,田川市,7-2,,松原１区　ヘアーサロンダンディ東側児童遊園,,33.6467742,130.8079434
福岡県,田川市,7-3,,新町児童遊園南側,,33.6443516,130.8083174
福岡県,田川市,7-4,,田川市役所玄関横（向かって左側）,,33.6389239,130.8064717
福岡県,田川市,7-5,,三井伊田団地集会所（１５棟東側）,,33.6377802,130.8105419
福岡県,田川市,7-6,,栄町公民館横,,33.6389491,130.8094951
福岡県,田川市,7-7,,田川市民球場入口（バーレイ動物病院向かい側）,,33.6355587,130.8092523
福岡県,田川市,8-1,,大藪小学校正門向かい側,,33.6451563,130.8003632
福岡県,田川市,8-2,,新生町公民館向かい側,,33.6486289,130.795046
福岡県,田川市,8-3,,高住町　平成筑豊鉄道糸田線大藪踏切横（県道側）,,33.6460121,130.7984473
福岡県,田川市,8-4,,松原団地３８棟西側,,33.6493141,130.8024585
福岡県,田川市,8-5,,松原団地２７棟西側,,33.6476775,130.8039214
福岡県,田川市,8-6,,ドラッグ・コスモス田川松原店南側,,33.6459391,130.8059025
福岡県,田川市,8-7,,千代町　消防団第三分団格納庫横（向かって右側）,,33.6391439,130.803083
福岡県,田川市,9-1,,大浦小学校正門（向かって左側）,,33.6262435,130.8056566
福岡県,田川市,9-2,,後藤寺西団地４棟西側,,33.6292504,130.8027579
福岡県,田川市,9-3,,後藤寺東団地３町内集会所北側ゲートボール場,,33.6256893,130.8043364
福岡県,田川市,9-4,,後藤寺東団地１５棟西側（丸山公園側）,,33.6237668,130.8038643
福岡県,田川市,9-5,,後藤寺東団地１１棟北側,,33.6239924,130.8060196
福岡県,田川市,9-6,,後藤寺東団地１棟東側,,33.6231038,130.8082983
福岡県,田川市,9-7,,大浦池南側コーヒーハウス四季前,,33.6223769,130.8116385
福岡県,田川市,10-1,,後藤寺小学校正門（向かって右側）,,33.6322749,130.7986172
福岡県,田川市,10-2,,桜町　ドラッグストアコーエイ川宮店前,,33.6400081,130.7954794
福岡県,田川市,10-3,,桜町公民館,,33.6352161,130.7965772
福岡県,田川市,10-4,,宮尾町　エフコープ後藤寺支所,,33.6308324,130.7939948
福岡県,田川市,10-5,,本町　西日本シティ銀行田川支店前,,33.6282838,130.7984802
