prefecture,city,number,address,name,lat,long,note
北海道,ニセコ町,第1投票区1,字中央通29番地1,ニセコ駅前温泉綺羅乃湯,42.807897,140.6851665,https://www.google.com/maps/search/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E7%AC%AC1%E6%8A%95%E7%A5%A8%E5%8C%BA1%E5%AD%97%E4%B8%AD%E5%A4%AE%E9%80%9A29%E7%95%AA%E5%9C%B01%E3%83%8B%E3%82%BB%E3%82%B3%E9%A7%85%E5%89%8D%E6%B8%A9%E6%B3%89%E7%B6%BA%E7%BE%85%E4%B9%83%E6%B9%AF/@42.807897,140.6851665,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区2,字本通6番地13地,町道小学校通道道交差点,42.7993577,140.7030692,https://www.google.com/maps/place/%E9%81%93%E3%81%AE%E9%A7%85+%E3%83%8B%E3%82%BB%E3%82%B3%E3%83%93%E3%83%A5%E3%83%BC%E3%83%97%E3%83%A9%E3%82%B6/@42.7993577,140.7030692,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0aae639dd4ee3b:0x671f5f18c2db8c74!8m2!3d42.7993577!4d140.7030692!16s%2Fg%2F121xkgf8?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区3,字本通155番地3,本通A団地,42.8042195,140.6897074,https://www.google.com/maps/search/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E7%AC%AC1%E6%8A%95%E7%A5%A8%E5%8C%BA3%E5%AD%97%E6%9C%AC%E9%80%9A155%E7%95%AA%E5%9C%B03%E6%9C%AC%E9%80%9AA%E5%9B%A3%E5%9C%B0/@42.8042195,140.6897074,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区4,字本通174番地1,本通団地,42.8317261,140.6663884,https://www.google.com/maps/search/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E7%AC%AC1%E6%8A%95%E7%A5%A8%E5%8C%BA4%E5%AD%97%E6%9C%AC%E9%80%9A174%E7%95%AA%E5%9C%B01%E6%9C%AC%E9%80%9A%E5%9B%A3%E5%9C%B0/@42.8317261,140.6663884,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区5,字本通103番地2,綺羅街道本通小公園,42.8364109,140.6704204,https://www.google.com/maps/search/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E7%AC%AC1%E6%8A%95%E7%A5%A8%E5%8C%BA5%E5%AD%97%E6%9C%AC%E9%80%9A103%E7%95%AA%E5%9C%B02%E7%B6%BA%E7%BE%85%E8%A1%97%E9%81%93%E6%9C%AC%E9%80%9A%E5%B0%8F%E5%85%AC%E5%9C%92/@42.8364109,140.6704204,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区6,字富士見47番地,ニセコ町役場横,42.8050232,140.6878744,https://www.google.com/maps/place/%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E5%BD%B9%E5%A0%B4/@42.8050232,140.6878744,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0aae5f696728c5:0x239e0b36583c9410!8m2!3d42.8050232!4d140.6878744!16s%2Fg%2F1vc6d5tx?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区7,字富士見95番地,町民センター前,42.8115812,140.654898,https://www.google.com/maps/search/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E7%AC%AC1%E6%8A%95%E7%A5%A8%E5%8C%BA7%E5%AD%97%E5%AF%8C%E5%A3%AB%E8%A6%8B95%E7%95%AA%E5%9C%B0%E7%94%BA%E6%B0%91%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%89%8D/@42.8115812,140.654898,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区8,字本通117番地5,キラりん公園,42.8026406,140.6905889,https://www.google.com/maps/place/%E3%82%AD%E3%83%A9%E3%82%8A%E3%82%93%E5%85%AC%E5%9C%92/@42.8026406,140.6905889,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0aaf6679481bc7:0x534e3241f86c739f!8m2!3d42.8026406!4d140.6905889!16s%2Fg%2F11kk6vlf5s?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区9,字富士見31番地12,富士見団地横,42.831907,140.6643359,https://www.google.com/maps/search/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E7%AC%AC1%E6%8A%95%E7%A5%A8%E5%8C%BA9%E5%AD%97%E5%AF%8C%E5%A3%AB%E8%A6%8B31%E7%95%AA%E5%9C%B012%E5%AF%8C%E5%A3%AB%E8%A6%8B%E5%9B%A3%E5%9C%B0%E6%A8%AA/@42.831907,140.6643359,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
北海道,ニセコ町,第1投票区10,字有島1番地1,ニセコ町重輛車庫横,42.8208116,140.6842522,https://www.google.com/maps/search/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E7%AC%AC1%E6%8A%95%E7%A5%A8%E5%8C%BA10%E5%AD%97%E6%9C%89%E5%B3%B61%E7%95%AA%E5%9C%B01%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%E9%87%8D%E8%BC%9B%E8%BB%8A%E5%BA%AB%E6%A8%AA/@42.8208116,140.6842522,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D
