prefecture,city,district,number,address,name,lat,long,note
東京都,目黒区,東京26区,1-1,駒場３－１０,駒場小学校南側先,35.6592114,139.681801,
東京都,目黒区,東京26区,1-2,駒場１‐５,コインランドリー向側,35.6555243,139.6891294,
東京都,目黒区,東京26区,1-3,駒場２－１９,駒場野公園入口脇,35.6591243,139.6810492,
東京都,目黒区,東京26区,1-4,駒場２－１７,駒場バス停前,35.6556745,139.681835,
東京都,目黒区,東京26区,1-5,駒場２－１９,駒場体育館裏,35.6578145,139.6801105,
東京都,目黒区,東京26区,1-6,駒場３－４,井の頭線ガード脇,35.6574959,139.687844,
東京都,目黒区,東京26区,1-7,駒場４-４-３２,masked,35.6600809,139.6810511,
東京都,目黒区,東京26区,1-8,駒場１－２２－１,駒場保育園前,35.6565414,139.6867337,
東京都,目黒区,東京26区,2-1,大橋２－１１－１,第一中学校北側,35.6547766,139.6871124,
東京都,目黒区,東京26区,2-2,青葉台４－６,松見坂武蔵野マンション前,35.6551945,139.6904452,
東京都,目黒区,東京26区,2-3,青葉台４－８,三菱UFJ銀行青葉台分館東側,35.6535406,139.6911711,
東京都,目黒区,東京26区,2-4,大橋２－１１－１,第一中学校南側,35.6537871,139.6867235,
東京都,目黒区,東京26区,2-5,大橋２－１１－１,第一中学校東側,35.654175,139.6879895,
東京都,目黒区,東京26区,2-6,大橋２－２２－３８,氷川さくら公園入口脇,35.6524267,139.6847245,
東京都,目黒区,東京26区,2-7,大橋２－１８－１,都立駒場高校北側,35.6554341,139.6860317,
東京都,目黒区,東京26区,2-8,大橋２－１８－１,都立駒場高校西側,35.6545711,139.6840683,
東京都,目黒区,東京26区,2-9,青葉台４－７,大教寺西側,35.6543749,139.6898836,
東京都,目黒区,東京26区,3-1,青葉台３－３－２６,菅刈小学校南側,35.6511756,139.6923581,
東京都,目黒区,東京26区,3-2,青葉台１－２６,福砂屋東京工場裏,35.6482565,139.6946051,
東京都,目黒区,東京26区,3-3,青葉台２－１０－１８,菅刈住区センター前,35.6497313,139.6957691,
東京都,目黒区,東京26区,3-4,青葉台２－１１－２６,菅刈公園前,35.6500175,139.6930112,
東京都,目黒区,東京26区,3-5,青葉台３－７,菅刈街かど公園向側,35.6514545,139.6898109,
東京都,目黒区,東京26区,3-6,大橋１-５−１,クロスエアタワー前,35.6518942,139.6884475,
東京都,目黒区,東京26区,3-7,大橋１－９,万代橋脇,35.650524,139.6870324,
東京都,目黒区,東京26区,3-8,青葉台３－２１,目黒川中の橋脇,35.6497897,139.6917661,
東京都,目黒区,東京26区,3-9,青葉台３－３－２６,菅刈小学校北側,35.6518055,139.6920872,
東京都,目黒区,東京26区,3-10,青葉台１－６－５０,日向児童遊園,35.6473174,139.6987836,
東京都,目黒区,東京26区,4-1,東山２－２４－２５,東山小学校北側,35.6471929,139.6859525,
東京都,目黒区,東京26区,4-2,東山３－２０,東山公園,35.648039,139.6873049,
東京都,目黒区,東京26区,4-3,東山２－２４－２,東山児童館自転車置場前,35.6481875,139.6853768,
東京都,目黒区,東京26区,4-4,東山２－２４－２５,東山小学校西側,35.646515,139.6853946,
東京都,目黒区,東京26区,4-5,東山３－１３－１６,東山児童遊園前,35.6496267,139.6854548,
東京都,目黒区,東京26区,4-6,東山２－２４－２５,東山小学校南側,35.6461859,139.6858506,
東京都,目黒区,東京26区,4-7,上目黒５－１３,寿福寺前バス停横,35.643999,139.6888483,
東京都,目黒区,東京26区,4-8,東山２－２２,防衛省東山宿舎Ｃ棟西側,35.6447624,139.6861829,
東京都,目黒区,東京26区,4-9,東山２－２３,防衛省東山宿舎Ｂ棟南側,35.6452929,139.6862282,
東京都,目黒区,東京26区,5-1,東山１－２４－３１,東山中学校北西側,35.6462302,139.6898307,
東京都,目黒区,東京26区,5-2,東山１－１０,パークハウス目黒東山横,35.6473937,139.6933624,
東京都,目黒区,東京26区,5-3,東山１－２４－３１,東山中学校南東側,35.6462171,139.6912039,
東京都,目黒区,東京26区,5-4,東山２－１,上目黒パークマンション裏,35.6499047,139.6899725,
東京都,目黒区,東京26区,5-5,東山２－１８,東山公園スポーツ等広場西側,35.6469335,139.687367,
東京都,目黒区,東京26区,5-6,東山２-１０-１７,目黒東山ちとせ保育園前,35.6479382,139.6901837,
東京都,目黒区,東京26区,5-7,東山２－１６,駒沢住宅１号棟前,35.6471934,139.6889431,
東京都,目黒区,東京26区,6-1,上目黒３－３７－２８,烏森小学校横,35.6441011,139.6918784,
東京都,目黒区,東京26区,6-2,東山１－２６,鴻之巣橋下,35.6457215,139.6915459,
東京都,目黒区,東京26区,6-3,東山１－２７－１５,ＫＫＲホテル中目黒前,35.6445044,139.6919744,
東京都,目黒区,東京26区,6-4,上目黒３－３１－２,枝光幼稚園裏,35.6436065,139.6944396,
東京都,目黒区,東京26区,6-5,上目黒５-１２,目黒テニスクラブ横,35.6434223,139.6886297,
東京都,目黒区,東京26区,6-6,上目黒３－３３,旧諏訪山橋脇緑道（蛇崩川緑道）,35.6422162,139.6947725,
東京都,目黒区,東京26区,7-1,中目黒１－１－５０,目黒学院高校前,35.6442798,139.702575,
東京都,目黒区,東京26区,7-2,中目黒２－１０,中目黒スクエア向側,35.640145,139.7030153,
東京都,目黒区,東京26区,7-3,上目黒１－２６,紅葉橋横（区立合流点遊び場）,35.6445273,139.6999085,
東京都,目黒区,東京26区,7-4,上目黒１-７,別所橋南側,35.6454025,139.6993964,
東京都,目黒区,東京26区,7-5,上目黒１－１５,宿山橋脇,35.6461997,139.698276,
東京都,目黒区,東京26区,7-6,中目黒２－３－１４,中目黒公園,35.6408053,139.7042989,
東京都,目黒区,東京26区,7-7,中目黒１-１１,船入場前,35.6417502,139.7017586,
東京都,目黒区,東京26区,7-8,中目黒２－３０７－４,東京都職員中目黒住宅,35.6433318,139.7040185,
東京都,目黒区,東京26区,7-9,中目黒２－３,東京共済病院西側,35.6412921,139.7030397,
東京都,目黒区,東京26区,8-1,上目黒２－１９－１５,目黒区総合庁舎西口,35.6414864,139.6978376,
東京都,目黒区,東京26区,8-2,上目黒３-２-１,明治安田生命中目黒ビル,35.6452156,139.6978982,
東京都,目黒区,東京26区,8-3,上目黒２－１９－１５,目黒区総合庁舎東口,35.6408783,139.6990553,
東京都,目黒区,東京26区,8-4,上目黒２－３,中目黒ＧＴ脇蛇崩緑道,35.643811,139.6988388,
東京都,目黒区,東京26区,8-5,中目黒３－６－１０,めぐろ学校サポートセンター正門,35.638822,139.7028702,
東京都,目黒区,東京26区,8-6,中目黒３－１１－２２,時間貸駐車場塀前,35.6404262,139.7001281,
東京都,目黒区,東京26区,8-7,中目黒３－１３－３２,中目黒小学校西側,35.6400538,139.6986401,
東京都,目黒区,東京26区,8-8,中目黒４－１５－２１,八幡公園前北側,35.6382836,139.702133,
東京都,目黒区,東京26区,8-9,上目黒２－１９,中目黒しぜんとなかよし公園,35.6401953,139.698292,
東京都,目黒区,東京26区,9-1,三田２－１０,田道住区センター三田分室前,35.6388138,139.7126977,
東京都,目黒区,東京26区,9-2,三田１－４,恵比寿ビュータワー前,35.6411249,139.7139528,
東京都,目黒区,東京26区,9-3,三田１－１１,三田橋,35.6405067,139.712279,
東京都,目黒区,東京26区,9-4,三田２-６,防衛省目黒独身宿舎向い側（新茶屋坂通り）,35.6409548,139.7097277,
東京都,目黒区,東京26区,9-5,三田２-７-１,目黒区三田防災街づくり会館横,35.6404132,139.7106926,
東京都,目黒区,東京26区,9-6,三田２-６-２５,茶屋坂児童遊園横,35.6408589,139.7098806,
東京都,目黒区,東京26区,9-7,目黒１-１-２７,都営目黒一丁目アパート下,35.637489,139.7114294,
東京都,目黒区,東京26区,10-1,目黒１－２５－２６,田道ふれあい館前,35.6368936,139.708109,
東京都,目黒区,東京26区,10-2,三田２－１９,清掃工場緩衝緑地西側,35.6388711,139.707498,
東京都,目黒区,東京26区,10-3,目黒２－４,区民センタープール南東側,35.6349477,139.7091235,
東京都,目黒区,東京26区,10-4,目黒１－２５－８,田道広場公園前,35.6363913,139.7090336,
東京都,目黒区,東京26区,10-5,目黒２－４－３６,区民センター西口,35.6353902,139.7076519,
東京都,目黒区,東京26区,10-6,目黒1ー１５－２８,田道小学校,35.6376504,139.709018,
東京都,目黒区,東京26区,10-7,目黒３－１－２,セブンイレブン目黒３丁目店前,35.6354899,139.706385,
東京都,目黒区,東京26区,10-8,目黒２－４－３６,区民センター駐車場裏,35.6362992,139.7078235,
東京都,目黒区,東京26区,11-1,下目黒２－２０－１９,下目黒住区センター前,35.6328663,139.7095421,
東京都,目黒区,東京26区,11-2,下目黒２－９,パークホームズ目黒ザレジデンス前,35.629734,139.7139794,
東京都,目黒区,東京26区,11-3,目黒２－６,目黒新橋脇,35.6337856,139.7106288,
東京都,目黒区,東京26区,11-4,下目黒２－３,太鼓橋横,35.6320533,139.7122622,
東京都,目黒区,東京26区,11-5,下目黒２－８,ハイネス目黒向側,35.6308982,139.7131641,
東京都,目黒区,東京26区,11-6,下目黒２－２３,日栄ビル向側,35.6307606,139.7109341,
東京都,目黒区,東京26区,11-7,下目黒３－１－２,大鳥神社前,35.6324812,139.7081202,
東京都,目黒区,東京26区,11-8,目黒１－５,権之助坂横断歩道,35.6344861,139.7130648,
東京都,目黒区,東京26区,12-1,下目黒３－２３,大鳥中学校西側,35.63058,139.7071909,
東京都,目黒区,東京26区,12-2,目黒４-１０-５,新津医院向側,35.631483,139.704338,
東京都,目黒区,東京26区,12-3,下目黒３－２０－２６,目黒不動尊龍泉寺北側,35.6289341,139.7080441,
東京都,目黒区,東京26区,12-4,下目黒３－２４,ベルグ目黒前,35.6318818,139.7068826,
東京都,目黒区,東京26区,12-5,下目黒３－２１－９,不動公園下,35.6292423,139.7077178,
東京都,目黒区,東京26区,12-6,下目黒４-１０,多摩大学目黒高校向側,35.631454,139.7047575,
東京都,目黒区,東京26区,12-7,下目黒３－２０－２６,目黒不動尊弁天池前,35.6275748,139.7078309,
東京都,目黒区,東京26区,13-1,下目黒６－１１－３５,不動小学校東側,35.627323,139.6998511,
東京都,目黒区,東京26区,13-2,下目黒５-１１-１０,区営下目黒五丁目アパート前,35.6271563,139.7045135,
東京都,目黒区,東京26区,13-3,下目黒６－１６－３,下六児童遊園内,35.6289348,139.6982265,
東京都,目黒区,東京26区,13-4,下目黒６－１,ニトリ目黒通り店北側,35.6298349,139.6998413,
東京都,目黒区,東京26区,22-10,目黒本町１－１５－２４,東急バス目黒営業所前,35.6282528,139.6944069,
東京都,目黒区,東京26区,13-6,下目黒６－１４－１９,多摩大学目黒中学校・高等学校体育館前,35.6284924,139.7008622,
東京都,目黒区,東京26区,13-7,下目黒６－１１－３５,不動小学校西側,35.6269699,139.6985422,
東京都,目黒区,東京26区,13-8,下目黒５-１１-１０,区営下目黒五丁目アパート東側,35.6272936,139.7046261,
東京都,目黒区,東京26区,13-5,下目黒６－１１－３５,不動小学校北側,35.627214,139.6989392,
東京都,目黒区,東京26区,14-1,中町１－６－２３,油面住区センター横,35.6312952,139.699715,
東京都,目黒区,東京26区,14-2,目黒４－４－２２,森永乳業（株）中央研究所前,35.6339904,139.7021344,
東京都,目黒区,東京26区,14-3,目黒４－５,大塚山公園前,35.6333363,139.7017186,
東京都,目黒区,東京26区,14-4,中町１－５－４,油面小学校北西側,35.6322042,139.6976652,
東京都,目黒区,東京26区,14-5,中町１-４-１,区営中町1丁目アパート東側,35.6318706,139.6974881,
東京都,目黒区,東京26区,14-6,中町１－１６－２２,油面公園北側,35.6323945,139.6964211,
東京都,目黒区,東京26区,14-7,中町１－５－４,油面小学校北東側,35.6327775,139.6987568,
東京都,目黒区,東京26区,14-8,中町１－１６－２２,油面公園南東側,35.6321329,139.6972794,
東京都,目黒区,東京26区,15-1,中町２－３７－３８,目黒中央中学校西側,35.634751,139.6933216,
東京都,目黒区,東京26区,15-2,中町２－３７－３８,目黒中央中学校北側,35.6347837,139.694424,
東京都,目黒区,東京26区,15-3,中町２－３４－１４,三角山公園北側,35.633137,139.6943713,
東京都,目黒区,東京26区,15-4,中町２－４－１,中町せせらぎ公園横,35.634211,139.6978836,
東京都,目黒区,東京26区,15-5,中町２－３４,三角山公園前,35.6329509,139.6938737,
東京都,目黒区,東京26区,15-6,中町２－４６－１２,中町二丁目自転車集積所前,35.633166,139.6908177,
東京都,目黒区,東京26区,15-7,中町２－４８,スーパー三和祐天寺店横,35.6350353,139.6926954,
東京都,目黒区,東京26区,16-1,祐天寺２－７－１５,都立目黒高校西側,35.6369771,139.6941533,
東京都,目黒区,東京26区,16-2,五本木２－１９,五本木ふれあい街かど公園駒沢通り側,35.6345716,139.6909305,
東京都,目黒区,東京26区,16-3,中目黒５－２３,祐天寺墓地前,35.6367852,139.6972737,
東京都,目黒区,東京26区,16-4,五本木２－２０－１５,守屋図書館前,35.6340675,139.6889723,
東京都,目黒区,東京26区,16-5,祐天寺１－１０－９,祐天寺保育園前,35.638976,139.6947474,
東京都,目黒区,東京26区,16-6,祐天寺２－６－１８,上目黒住区センター児童遊園前,35.6372266,139.6933097,
東京都,目黒区,東京26区,16-7,祐天寺２－７－１５,都立目黒高校東側,35.6372234,139.6957157,
東京都,目黒区,東京26区,17-1,五本木１－１２－１３,上目黒小学校東側,35.6384652,139.6907959,
東京都,目黒区,東京26区,17-2,上目黒４-１７-２５,上目黒四丁目防災ひろば前,35.6404374,139.6909223,
東京都,目黒区,東京26区,17-3,上目黒４－１－２６,かみよん工房前,35.6417921,139.6920353,
東京都,目黒区,東京26区,17-4,上目黒４-３８-２,区営上目黒四丁目アパート2号棟南側,35.6408602,139.6874029,
