prefecture,city,district,number,address,name,lat,long
東京都,港区,東京7区,34-7,北青山１−６−１,都営北青山一丁目アパ−ト１号棟南西側植込,35.6728054,139.7211977
東京都,港区,東京7区,35-1,南青山４−２１−１５,青南小学校南側　側門鉄柵,35.6632774,139.7165777
東京都,港区,東京7区,35-2,南青山３−１−３１,ＮＢＦ南青山ビル前歩道植込,35.6684284,139.7156164
東京都,港区,東京7区,35-3,南青山４−１９,青南小学校第２屋外運動場フェンス,35.6635516,139.7166108
東京都,港区,東京7区,35-4,南青山４−２１−１５,青南小学校東側生垣右寄り,35.6638766,139.7159045
東京都,港区,東京7区,35-5,南青山４−２１−１５,青南小学校西側塀,35.6631379,139.7158535
東京都,港区,東京7区,35-6,南青山３－１１－１３,新青山東急ビル前,35.6663524,139.7139198
東京都,港区,東京7区,35-7,南青山６−７−１２,コンシェリア南青山前植込,35.6594404,139.7177001
東京都,港区,東京7区,35-8,南青山４−２,青山マスターズハウス前歩道,35.6656269,139.7204542
東京都,港区,東京7区,36-1,北青山２−１４,青山グランドホテル前歩道植込（国道沿い）,35.6694155,139.7159664
東京都,港区,東京7区,36-2,北青山３−３−１１,ルネ青山ビル前歩道植込,35.6678125,139.7146879
東京都,港区,東京7区,36-3,北青山３－５－４,青山高野ビル前植込,35.6674305,139.7143258
東京都,港区,東京7区,36-4,北青山３−３,北青山３－３－４ビル前植込,35.6686855,139.7154225
東京都,港区,東京7区,36-5,北青山３−４,青山保育園入り口前鉄柵,35.6670522,139.7132179
東京都,港区,東京7区,36-6,北青山２-１４,青山グランドホテル前歩道鉄柵（都道沿い）,35.6694896,139.7155051
東京都,港区,東京7区,36-7,北青山３−６-12,ヒューリック青山ビル前植込,35.6653893,139.7117884
東京都,港区,東京7区,37-1,台場１－１－５,お台場学園正門右側塀,35.6333836,139.7770219
東京都,港区,東京7区,37-2,台場１－１－５,お台場学園西側植込左寄り,35.6339025,139.7766035
東京都,港区,東京7区,37-3,台場１−３,お台場レインボー公園前歩道植込,35.6326896,139.7775949
東京都,港区,東京7区,37-4,台場１−５,台場１丁目５番階段付近歩道植込,35.6303017,139.7772824
東京都,港区,東京7区,37-5,台場１－５－１,台場区民センタ—正面入口左側植込,35.6297932,139.7768697
東京都,港区,東京7区,37-6,台場１−４,お台場海浜公園南西側歩道鉄柵,35.6308029,139.7778098
東京都,港区,東京7区,37-7,台場１−５,マルエツ前テレポートブリッジ下受電所囲い金網,35.6297523,139.778087
東京都,港区,東京7区,38-1,芝浦４−８−１８,芝浦小学校前植込,35.6378217,139.7466573
東京都,港区,東京7区,38-2,芝浦４－７－５,デュプレ芝浦右側植込,35.6375664,139.7459213
東京都,港区,東京7区,38-3,芝浦４−８−５,港区立芝浦四丁目緑地,35.6395531,139.7462245
東京都,港区,東京7区,38-4,芝浦４－１０－１６,沖電気ビジネスセンター５号館左側鉄柵,35.6405833,139.7475652
東京都,港区,東京7区,38-5,芝浦４−15−１,プラウドタワー芝浦前歩道植込,35.6390732,139.7473856
東京都,港区,東京7区,38-6,芝浦４−１３−２,芝浦港南区民センター前植込（トリニティ芝浦緑地）,35.640577,139.7481456
東京都,港区,東京7区,38-7,芝浦４−１５−７,日本電気計器検定所東側鉄柵,35.6388391,139.7487979
東京都,港区,東京7区,38-8,芝浦４−４−３８,都営芝浦４丁目アパート駐輪場鉄柵,35.6416301,139.7452816
東京都,港区,東京7区,39-1,港南１−２−２８,東京都下水道局芝浦水再生センター東側塀,35.6333898,139.7452598
東京都,港区,東京7区,39-2,港南１−３−２３,東京都水道局港南庁舎旧海岸通り側右側塀,35.6355219,139.7463071
東京都,港区,東京7区,39-3,港南２−１６－１０,区立汐の公園植込,35.6280127,139.7416796
東京都,港区,東京7区,39-4,港南２−７−１９,東京都中央卸売市場食肉市場東門右側金網,35.6277123,139.7446664
東京都,港区,東京7区,39-5,港南２−７−１９,東京都中央卸売市場食肉市場南門右側植込,35.6253097,139.7444304
東京都,港区,東京7区,39-6,港南２−７−１９,東京都中央卸売市場食肉市場正門左側鉄柵,35.6281985,139.742923
東京都,港区,東京7区,39-7,港南２−１６−７,区立杜の公園西側植込,35.6250621,139.741187
東京都,港区,東京7区,40-1,芝浦４－１９－７,都営芝浦四丁目第２アパート港栄橋側集会室前鉄柵,35.6382949,139.7511316
東京都,港区,東京7区,40-2,芝浦４−１９−１,芝浦西運河沿緑地（芝浦アークビル向かい）,35.6386399,139.750001
東京都,港区,東京7区,40-3,芝浦４－２０－１,芝浦アイランド児童高齢者交流プラザ前鉄柵,35.6405798,139.7527107
東京都,港区,東京7区,40-4,芝浦４−２０−４８,東京都下水道局芝浦ポンプ所夕凪橋際遊び場左側鉄柵,35.639536,139.7501168
東京都,港区,東京7区,40-5,芝浦４−２０−４８,東京都下水道局芝浦ポンプ所正門横植込,35.6387731,139.7501973
東京都,港区,東京7区,40-6,海岸３−９−４５,東京労働局海岸庁舎海岸通り側植込,35.6399131,139.7539865
東京都,港区,東京7区,40-7,海岸３−１１,海岸三丁目１１番区道植込,35.6393251,139.7557844
東京都,港区,東京7区,40-8,海岸３−４,海岸通り駐車場前都道植込,35.6391742,139.7531618
東京都,港区,東京7区,41-1,港南３−２,港南三丁目遊び場北側金網左寄り,35.633902,139.7503706
東京都,港区,東京7区,41-2,港南３−２,港南三丁目遊び場南側金網,35.6334486,139.750097
東京都,港区,東京7区,41-3,港南３－８－１,住友不動産品川港南ビル前歩道植込,35.6315919,139.7501204
東京都,港区,東京7区,41-4,港南３−８,森永乳業ビル東側都道上歩道植込,35.6318547,139.7502926
東京都,港区,東京7区,41-5,港南３−６,コスモポリス品川前都道植込,35.6316626,139.7483804
東京都,港区,東京7区,41-6,港南３−７−１,コーシャハイム港南三丁目前植込,35.6321876,139.748853
東京都,港区,東京7区,41-7,港南３－９－５０,都営港南３丁目第２アパート入口右側植込,35.6329649,139.7507892
東京都,港区,東京7区,41-8,港南５−２,都立品川北ふ頭公園東側入口右寄り,35.6304414,139.7548022
