prefecture,city,district,number,address,name,lat,long
東京都,港区,東京7区,29-5,西麻布４−１４−８,高陵中学校正門右側植込,35.6564197,139.7202503
東京都,港区,東京7区,29-6,南青山７−１,しまねイン青山前植込,35.6587179,139.7139567
東京都,港区,東京7区,29-7,南青山７－１－７,南青山七丁目緑地,35.6582119,139.7148443
東京都,港区,東京7区,30-1,元赤坂１−２−１７,ＡＫＡＳＡＫＡ　Ｋ−ＴＯＷＥＲ前歩道植込,35.6774864,139.7351564
東京都,港区,東京7区,30-2,赤坂４−８−２０,ＡＳＯビルディング（ドトールコーヒー）前歩道植込,35.6762574,139.7337914
東京都,港区,東京7区,30-3,赤坂４−１０−３６,山脇学園南側鉄柵右寄り,35.6745947,139.7348743
東京都,港区,東京7区,30-4,赤坂４−１３−２２,ドーミー赤坂入口左側塀,35.6732677,139.7322627
東京都,港区,東京7区,30-5,赤坂４−１８−１３,赤坂地区総合支所前歩道植込,35.6747661,139.7311984
東京都,港区,東京7区,30-6,赤坂５−２−４７,円通寺坂公園南側植込,35.6729088,139.7337216
東京都,港区,東京7区,30-7,赤坂５−２−５０,シティハイツ一ツ木入口右側金網,35.6733268,139.7342181
東京都,港区,東京7区,31-1,赤坂１ー７,赤坂榎坂町緑地前歩道植え込み,35.6686299,139.7419563
東京都,港区,東京7区,31-2,赤坂５−５−２６,一ツ木公園北側植込,35.670575,139.7334938
東京都,港区,東京7区,31-3,赤坂６−５−４,氷川公園南側倉庫右側植込,35.6707498,139.7373049
東京都,港区,東京7区,31-4,赤坂６−６−１４,赤坂子ども中高生プラザ東側植込,35.6699406,139.7378531
東京都,港区,東京7区,31-5,赤坂６−６−１４,赤坂子ども中高生プラザ南東駐輪場前,35.6694242,139.7376412
東京都,港区,東京7区,31-6,赤坂６−７−１７,masked,35.6690049,139.7378756
東京都,港区,東京7区,31-7,赤坂６−１０−１２,赤坂氷川神社入口左側石柵,35.6674762,139.7360471
東京都,港区,東京7区,31-8,赤坂６−５−４,氷川公園北東部植込,35.6708348,139.7368677
東京都,港区,東京7区,32-1,赤坂７−３−３９,高橋是清翁記念公園北側植込,35.6740212,139.7285342
東京都,港区,東京7区,32-2,赤坂８−１３−２９,赤坂小学校南側鉄柵,35.6689012,139.731449
東京都,港区,東京7区,32-3,赤坂８−１１−３２,乃木公園西側金網,35.6678388,139.7273125
東京都,港区,東京7区,32-4,赤坂８−１３−２９,赤坂小学校西側鉄柵,35.6688227,139.7306121
東京都,港区,東京7区,32-5,赤坂９−３−２１,区立桑田記念児童遊園植込,35.6686112,139.7301883
東京都,港区,東京7区,32-6,赤坂９−７−９,桧町公園東北側植込（桧坂下),35.6671861,139.7331699
東京都,港区,東京7区,32-7,赤坂９−７−９,桧町公園東南側植込（桧坂上）,35.6661576,139.7329768
東京都,港区,東京7区,32-8,赤坂７−１−１６,オーク赤坂ビル（ファミリーマート）前植込,35.6744586,139.7300184
東京都,港区,東京7区,33-1,赤坂８−４−１６,赤坂郵便局前歩道植込,35.6732175,139.7259981
東京都,港区,東京7区,33-2,南青山１－３－６,都営南青山一丁目アパート前歩道植込,35.6719603,139.7260118
東京都,港区,東京7区,33-3,南青山１−４−４,区立青葉公園入口植込,35.6709479,139.7250366
東京都,港区,東京7区,33-4,南青山１−５,東京都立青山公園西側植込,35.6705413,139.7240631
東京都,港区,東京7区,33-5,南青山１−６,東京都南青山一丁目ひろば南側金網,35.6703455,139.724316
東京都,港区,東京7区,33-6,南青山１−１,新青山ビル前歩道鉄柵,35.6727631,139.7244615
東京都,港区,東京7区,33-7,南青山１−１５,第45興和ビル前歩道鉄柵,35.6690979,139.7268801
東京都,港区,東京7区,34-1,南青山２−１−１,ホンダ青山ビル前歩道区掲示板脇植込,35.6722423,139.7240506
東京都,港区,東京7区,34-2,南青山２−１６−５,青山いきいきプラザ北側植込,35.6693018,139.7212701
東京都,港区,東京7区,34-3,南青山２−２１−２,青山小学校西側門右側塀,35.6699061,139.7186876
東京都,港区,東京7区,34-4,南青山２−２１−１２,青山運動場管理棟左側鉄柵,35.6690504,139.7183927
東京都,港区,東京7区,34-5,北青山１−１−９,青山中学校東側門左側鉄柵,35.6733992,139.7235683
東京都,港区,東京7区,34-6,北青山１−６−６,区立北青山一丁目児童遊園鉄柵,35.6749121,139.7214791
