prefecture,city,district,number,address,name,lat,long,note
東京都,中央区,東京2区,1-1,京橋1丁目19番13号先,楓川久安橋公園,35.677349,139.7740739,
東京都,中央区,東京2区,1-2,京橋2丁目18番1号先,弾正橋北西側欄干,35.6752085,139.7727527,
東京都,中央区,東京2区,1-3,銀座1丁目2番,高速道路入口脇銀座一丁目緑地帯,35.6752981,139.7675242,
東京都,中央区,東京2区,1-4,銀座1丁目25番2号,京橋公園西側,35.673192,139.7717575,
東京都,中央区,東京2区,1-5,銀座1丁目16番3号先,銀座1丁目16番先緑地,35.6741675,139.7707265,
東京都,中央区,東京2区,1-6,新富1丁目2番6号,桜橋ポンプ所,35.6737967,139.7736669,
東京都,中央区,東京2区,1-7,新富2丁目1番先,楓川新富橋公園柵,35.671598,139.772077,
東京都,中央区,東京2区,2-1,銀座5丁目1番13号,泰明小学校正門右側,35.6723555,139.7615068,
東京都,中央区,東京2区,2-2,銀座8丁目19番先,築地川千代橋公園北西側緑地,35.6657521,139.7653677,
東京都,中央区,東京2区,2-3,銀座8丁目19番15号,銀座中学校入口左側,35.6654563,139.7648086,
東京都,中央区,東京2区,3-1,築地1丁目1番1号,中央区役所南東側,35.6712335,139.7726894,
東京都,中央区,東京2区,3-2,築地2丁目13番1号,京橋築地小学校正門側,35.6679574,139.7713181,
東京都,中央区,東京2区,3-3,築地4丁目15番1号,築地社会教育会館正面右側,35.6662565,139.7683112,
東京都,中央区,東京2区,3-4,築地7丁目19番1号,あかつき公園冒険広場（築地川公園側）,35.6667768,139.7754568,
東京都,中央区,東京2区,3-5,築地7丁目19番1号,あかつき公園冒険広場,35.6667768,139.7754568,
東京都,中央区,東京2区,3-6,築地7丁目18番5号,明石町ポンプ所,35.6649071,139.7767522,
東京都,中央区,東京2区,4-1,明石町1番7号,ラ・ヴェール明石町北側緑地,35.6695015,139.7769137,
東京都,中央区,東京2区,4-2,明石町1番,築地川公園（カルバート入口北）,35.6689086,139.7757514,
東京都,中央区,東京2区,4-3,明石町4番6号先,グランスイート明石町前明石町緑道,35.6686151,139.7782877,
