prefecture,city,number,address,name,lat,long,note
福岡県,須恵町,1,佐谷区,佐谷バス停前 ガードパイプ,33.58162423162558, 130.52784375127547
福岡県,須恵町,2,大島原区,役場正面玄関 フェンス,33.5870752,130.5083077,
福岡県,須恵町,3,城山区,城山防災会館 フェンス,33.596382,130.511779,
福岡県,須恵町,4,山の神区,新生バス停公園内 法面,33.58427898687039, 130.49716334140567
福岡県,須恵町,5,佐谷区,上永原団地バス停横 ガードレール,33.58085867500386, 130.52618179699272
福岡県,須恵町,6,大島原区,健康広場入口 フェンス,33.5870752,130.5083077,
福岡県,須恵町,7,長礼区,赤坂バス停横 ガードパイプ,33.59607951823598, 130.5048247518083
福岡県,須恵町,8,山の神区,須恵ＩＣ上り線入口交差点 ガードパイプ,33.586042026987435, 130.50053541074638
福岡県,須恵町,9,南米里区,南米里公民館 フェンス,33.584431369199, 130.5179175409802
福岡県,須恵町,10,新原区,新原バス停横 ガードパイプ,33.579066323301774, 130.51063909759688
福岡県,須恵町,11,甲植木区,第２小学校西側掲示板横 法面,33.59911300634136, 130.4986001772031
福岡県,須恵町,12,恵西区,郵便局横恵西区駐車場 フェンス,33.585598278501045, 130.49541731064247
福岡県,須恵町,13,南米里区,第１小学校正門南側 ガードレール,33.58624574143382, 130.51635113099357
福岡県,須恵町,14,新原区,昭元集会所 フェンス,33.581908641892994, 130.50768065761844
福岡県,須恵町,15,甲植木区,須恵駅前ロータリー,33.59679416904599, 130.49811046611882
福岡県,須恵町,16,恵西区,恵西グランド フェンス,33.586343139418055, 130.49633537337596
福岡県,須恵町,17,川子１区,川子団地入口前 ガードレール,33.58268000314125, 130.51408024517042
福岡県,須恵町,18,須恵区,一番田バス停横 ガードパイプ,33.5929535,130.5068306,
福岡県,須恵町,19,旅石区,旅石公民館 フェンス,33.591714035152414, 130.49831663311994
福岡県,須恵町,20,旭ヶ丘区,アンビシャス広場 フェンス,33.5872957,130.5072732,
福岡県,須恵町,21,川子２区,川子地区公民館 フェンス,33.582364433722425, 130.51487173916956
福岡県,須恵町,22,須恵区,宝満宮前 ガードパイプ,33.5929535,130.5068306,
福岡県,須恵町,23,旅石区,旅石消防格納庫前 フェンス,33.59003205196968, 130.4999743648282
福岡県,須恵町,24,西原区,西体育館 フェンス,33.5872957,130.5072732,
福岡県,須恵町,25,上須恵区,高宮集会所前,33.5875342,130.5164304,
福岡県,須恵町,26,一番田区,熊本橋川沿い ガードレール,33.58873894781834, 130.5112470808038
福岡県,須恵町,27,乙植木区,コミュニティセンター前 道路ガードパイプ,33.60201448773813, 130.49145223683962
福岡県,須恵町,28,昭穂区,昭穂生活館横公園 フェンス,33.58578077483282, 130.49387056742378
福岡県,須恵町,29,上須恵区,池辺ブロック工業北側 ガードレール,33.5875342,130.5164304,
福岡県,須恵町,30,一番田区,一番田公民館 フェンス,33.59072124682056, 130.5121012715124
福岡県,須恵町,31,乙植木区,平原合屋コーポ前 ガードレール,33.6104557807007, 130.49883729448783
福岡県,須恵町,32,上須恵区,上須恵消防格納庫前 フェンス,33.5875342,130.5164304,
福岡県,須恵町,33,藤浦区,藤浦公民館 法面,33.59367474269137, 130.51505891399384
